time,price,size
1725262085521,188600,1
1725262087568,188610,2
1725262087568,188610,2
1725262088351,188610,1
1725262094023,188570,2
1725262094023,188570,2
1725262097357,188590,1
1725262097357,188590,1
1725262097769,188580,1
1725262099520,188570,1
1725262102522,188590,1
1725262106615,188570,2
1725262106615,188570,2
1725262106780,188560,4
1725262106780,188560,4
1725262109373,188550,1
1725262109373,188550,1
1725262110533,188580,2
1725262110533,188580,2
1725262111537,188560,1
1725262111537,188560,1
1725262111785,188550,1
1725262113465,188550,2
1725262114038,188540,4
1725262114038,188540,4
1725262114377,188520,7
1725262114377,188520,7
1725262115115,188520,1
1725262115382,188510,1
1725262116041,188530,1
1725262118085,188520,3
1725262118085,188520,3
1725262119045,188520,1
1725262120060,188540,1
1725262133565,188530,1
1725262135595,188540,1
1725262138632,188520,1
1725262139822,188510,1
1725262141575,188500,4
1725262141575,188500,4
1725262141827,188470,1
1725262141827,188470,1
1725262142075,188490,1
1725262144080,188480,2
1725262144080,188480,2
1725262144578,188470,4
1725262144578,188470,4
1725262146437,188480,1
1725262146437,188480,1
1725262146580,188490,2
1725262146580,188490,2
1725262147461,188480,1
1725262147461,188480,1
1725262148427,188470,1
1725262151430,188490,1
1725262154949,188490,2
1725262155592,188490,1
1725262158516,188500,4
1725262158516,188500,4
1725262159097,188500,1
1725262159848,188490,1
1725262161603,188500,3
1725262161603,188500,3
1725262162440,188500,1
1725262163944,188510,1
1725262164199,188520,1
1725262164883,188520,2
1725262165699,188520,1
1725262167112,188530,1
1725262171614,188510,1
1725262172452,188530,1
1725262172617,188550,1
1725262173871,188570,1
1725262174143,188580,4
1725262174143,188580,4
1725262174458,188560,1
1725262174458,188560,1
1725262175619,188580,1
1725262177123,188570,2
1725262177123,188570,2
1725262179877,188540,1
1725262179877,188540,1
1725262180125,188550,2
1725262180125,188550,2
1725262184129,188530,2
1725262184956,188530,1
1725262185551,188540,2
1725262185552,188540,2
1725262188384,188550,1
1725262188384,188550,1
1725262192890,188530,2
1725262192890,188530,2
1725262193892,188530,1
1725262194480,188520,2
1725262194480,188520,2
1725262197957,188510,1
1725262197957,188510,1
1725262200651,188430,1
1725262200900,188420,3
1725262200900,188420,3
1725262201150,188350,7
1725262201150,188350,7
1725262201488,188330,1
1725262201488,188330,1
1725262201655,188270,3
1725262201655,188270,3
1725262201901,188240,1
1725262201901,188240,1
1725262202240,188190,1
1725262202494,188160,1
1725262202656,188180,1
1725262202902,188210,1
1725262203244,188260,2
1725262203244,188260,2
1725262203494,188270,3
1725262203494,188270,3
1725262203907,188280,1
1725262203907,188280,1
1725262204655,188310,1
1725262205244,188330,1
1725262205907,188240,1
1725262206247,188240,2
1725262206910,188280,1
1725262206910,188280,1
1725262208508,188250,3
1725262208508,188250,3
1725262208661,188260,1
1725262208661,188260,1
1725262209662,188250,1
1725262210253,188240,1
1725262210507,188250,1
1725262210916,188220,1
1725262211165,188200,2
1725262211165,188200,2
1725262211984,188210,1
1725262211984,188210,1
1725262212256,188220,2
1725262212256,188220,2
1725262212919,188210,1
1725262212919,188210,1
1725262213167,188190,1
1725262213508,188180,1
1725262213757,188170,1
1725262214261,188150,1
1725262214669,188180,1
1725262215170,188140,1
1725262216264,188180,1
1725262216514,188200,3
1725262216514,188200,3
1725262216923,188210,2
1725262216923,188210,2
1725262217270,188240,1
1725262217270,188240,1
1725262217523,188260,2
1725262217523,188260,2
1725262217675,188250,1
1725262217675,188250,1
1725262219266,188220,1
1725262219515,188230,1
1725262220180,188190,1
1725262221270,188200,1
1725262221930,188190,1
1725262222716,188200,1
1725262223272,188190,1
1725262224028,188220,1
1725262224304,188190,1
1725262225186,188210,1
1725262226685,188230,2
1725262226685,188230,2
1725262226936,188210,2
1725262228778,188240,3
1725262228778,188240,3
1725262229439,188240,1
1725262229689,188200,3
1725262229689,188200,3
1725262229939,188180,1
1725262229939,188180,1
1725262230724,188170,1
1725262231280,188180,2
1725262231280,188180,2
1725262231946,188170,1
1725262231946,188170,1
1725262233786,188180,1
1725262235025,188180,2
1725262236372,188190,1
1725262236373,188190,1
1725262236948,188200,1
1725262237289,188220,2
1725262237289,188220,2
1725262237449,188230,1
1725262237449,188230,1
1725262238487,188250,1
1725262240456,188240,1
1725262241458,188250,1
1725262241783,188240,1
1725262242707,188230,1
1725262243802,188250,1
1725262245460,188220,1
1725262246713,188230,2
1725262246713,188230,2
1725262247302,188240,1
1725262247302,188240,1
1725262248463,188250,1
1725262249771,188260,2
1725262249771,188260,2
1725262250967,188260,1
1725262251718,188270,1
1725262252536,188290,3
1725262252536,188290,3
1725262253972,188310,1
1725262253972,188310,1
1725262254222,188310,2
1725262255313,188290,1
1725262255313,188290,1
1725262255480,188270,2
1725262255480,188270,2
1725262256474,188270,1
1725262257475,188290,2
1725262257475,188290,2
1725262259477,188280,1
1725262259477,188280,1
1725262260982,188270,1
1725262261320,188300,1
1725262262733,188310,1
1725262262982,188320,1
1725262267377,188310,1
1725262269331,188280,1
1725262272744,188290,1
1725262273834,188300,1
1725262278001,188320,1
1725262279002,188290,1
1725262279340,188320,1
1725262293356,188310,1
1725262295270,188280,1
1725262295521,188300,1
1725262296568,188320,2
1725262296568,188320,2
1725262297364,188310,2
1725262299540,188300,1
1725262299540,188300,1
1725262304439,188310,1
1725262305553,188340,1
1725262307784,188350,2
1725262307784,188350,2
1725262310789,188330,1
1725262310789,188330,1
1725262312380,188350,1
1725262316385,188340,1
1725262318797,188350,2
1725262318797,188350,2
1725262319549,188400,1
1725262319549,188400,1
1725262322802,188390,1
1725262327396,188370,1
1725262327578,188330,1
1725262328400,188340,1
1725262334087,188360,1
1725262334816,188320,1
1725262339322,188340,2
1725262339322,188340,2
1725262339822,188360,1
1725262339822,188360,1
1725262340412,188370,1
1725262344829,188360,1
1725262347832,188400,1
1725262351839,188380,2
1725262351839,188380,2
1725262356596,188400,1
1725262356596,188400,1
1725262357096,188390,1
1725262368448,188410,1
1725262369455,188400,1
1725262372864,188410,2
1725262372864,188410,2
1725262373455,188440,1
1725262373455,188440,1
1725262374116,188440,4
1725262374456,188430,1
1725262374456,188430,1
1725262374617,188420,2
1725262374617,188420,2
1725262375617,188420,1
1725262379464,188430,2
1725262379464,188430,2
1725262386883,188450,3
1725262386883,188450,3
1725262387134,188440,1
1725262387134,188440,1
1725262389137,188460,1
1725262391477,188470,1
1725262398240,188460,2
1725262398240,188460,2
1725262400399,188500,1
1725262400399,188500,1
1725262401902,188510,1
1725262407658,188550,1
1725262408409,188520,1
1725262409411,188540,3
1725262409411,188540,3
1725262411914,188520,1
1725262411914,188520,1
1725262413416,188510,1
1725262419516,188500,3
1725262419516,188500,3
1725262422176,188500,1
1725262428272,188510,1
1725262433779,188450,1
1725262439290,188470,1
1725262439949,188490,1
1725262440448,188500,1
1725262440700,188490,1
1725262442952,188510,1
1725262444296,188490,1
1725262447710,188470,1
1725262447958,188480,1
1725262452965,188460,1
1725262455469,188470,1
1725262459723,188470,2
1725262459973,188480,1
1725262459973,188480,1
1725262460728,188500,1
1725262464320,188480,2
1725262464320,188480,2
1725262464480,188490,2
1725262465320,188490,1
1725262477746,188500,1
1725262480500,188490,1
1725262483005,188500,1
1725262485756,188510,1
1725262487258,188500,1
1725262489512,188510,1
1725262500364,188490,1
1725262500527,188480,1
1725262501525,188450,1
1725262501776,188450,4
1725262504028,188490,1
1725262504028,188490,1
1725262511039,188500,1
1725262513381,188530,1
1725262514542,188540,4
1725262514542,188540,4
1725262515543,188580,2
1725262515543,188580,2
1725262516383,188560,1
1725262516383,188560,1
1725262517797,188580,3
1725262517797,188580,3
1725262520048,188580,1
1725262522057,188570,1
1725262523555,188590,1
1725262526563,188580,1
1725262526806,188570,1
1725262527057,188580,2
1725262527057,188580,2
1725262528401,188560,2
1725262531562,188580,3
1725262531562,188580,3
1725262531813,188570,1
1725262531813,188570,1
1725262533903,188570,3
1725262536413,188570,1
1725262536818,188560,1
1725262538823,188570,1
1725262539820,188550,1
1725262540413,188560,2
1725262540413,188560,2
1725262544576,188520,1
1725262544576,188520,1
1725262553337,188540,1
1725262559433,188530,2
1725262559433,188530,2
1725262560436,188540,2
1725262561095,188540,1
1725262561347,188520,1
1725262565463,188510,1
1725262565851,188500,1
1725262572610,188510,1
1725262575454,188500,1
1725262576452,188490,1
1725262577616,188470,1
1725262579870,188490,1
1725262583126,188520,1
1725262583466,188510,1
1725262584876,188540,3
1725262584876,188540,3
1725262588468,188530,1
1725262588468,188530,1
1725262595228,188550,1
1725262605651,188590,1
1725262610249,188580,1
1725262616666,188570,1
1725262624306,188560,1
1725262624927,188560,3
1725262625427,188530,3
1725262627931,188520,1
1725262627931,188520,1
1725262632687,188540,1
1725262644709,188550,1
1725262648459,188510,1
1725262649460,188500,1
1725262649962,188510,1
1725262657471,188510,2
1725262658224,188520,1
1725262658224,188520,1
1725262665481,188510,1
1725262682507,188500,2
1725262682507,188500,2
1725262682757,188480,1
1725262682757,188480,1
1725262690016,188550,1
1725262690356,188570,1
1725262691517,188580,1
1725262691768,188570,2
1725262691768,188570,2
1725262693371,188580,1
1725262693371,188580,1
1725262694521,188610,1
1725262704373,188600,1
1725262707044,188610,1
1725262707377,188640,2
1725262707377,188640,2
1725262708042,188650,1
1725262708042,188650,1
1725262710044,188640,2
1725262710044,188640,2
1725262710544,188620,1
1725262710544,188620,1
1725262710796,188600,1
1725262711811,188610,1
1725262713889,188590,3
1725262713889,188590,3
1725262716313,188630,1
1725262716313,188630,1
1725262717806,188620,2
1725262717806,188620,2
1725262721309,188630,1
1725262721309,188630,1
1725262721559,188610,1
1725262723312,188620,1
1725262724605,188630,1
1725262726818,188610,1
1725262727819,188630,1
1725262728067,188640,3
1725262728068,188640,3
1725262728820,188640,1
1725262732825,188650,1
1725262735829,188620,1
1725262736081,188630,1
1725262744593,188590,1
1725262745484,188590,2
1725262746114,188580,1
1725262746114,188580,1
1725262747597,188590,2
1725262747597,188590,2
1725262748598,188580,1
1725262748598,188580,1
1725262749598,188580,2
1725262750437,188580,1
1725262754357,188570,2
1725262754357,188570,2
1725262761166,188590,1
1725262761166,188590,1
1725262762616,188620,1
1725262762866,188610,1
1725262770687,188620,1
1725262771916,188610,1
1725262775908,188600,1
1725262776885,188600,2
1725262777638,188570,4
1725262777638,188570,4
1725262778386,188570,1
1725262783165,188600,1
1725262785234,188610,1
1725262786400,188620,1
1725262789155,188640,1
1725262789942,188600,1
1725262804424,188560,1
1725262806314,188590,1
1725262808429,188550,1
1725262812274,188520,1
1725262829457,188570,1
1725262831456,188590,1
1725262834711,188600,5
1725262834711,188600,5
1725262836401,188610,1
1725262836401,188610,1
1725262836737,188610,2
1725262837464,188620,4
1725262837464,188620,4
1725262840468,188620,1
1725262842311,188610,1
1725262843472,188620,1
1725262851732,188610,1
1725262853987,188620,1
1725262857744,188640,1
1725262858035,188650,4
1725262858035,188650,4
1725262859995,188640,1
1725262859995,188640,1
1725262862337,188680,2
1725262862337,188680,2
1725262862499,188690,1
1725262862499,188690,1
1725262866752,188670,1
1725262871008,188680,2
1725262871008,188680,2
1725262886390,188680,1
1725262887030,188690,1
1725262891379,188640,1
1725262891536,188650,1
1725262892037,188660,1
1725262905396,188680,1
1725262909060,188640,1
1725262914407,188650,1
1725262914817,188660,2
1725262914817,188660,2
1725262917636,188630,2
1725262934096,188630,1
1725262943610,188590,1
1725262948665,188630,1
1725262954121,188620,1
1725262956875,188630,1
1725262987666,188620,1
1725262994020,188610,5
1725262994021,188610,5
1725262994742,188610,1
1725263024125,188600,1
1725263031470,188620,1
1725263042984,188570,1
1725263045421,188600,1
1725263056498,188590,1
1725263100550,188600,1
1725263110811,188640,1
1725263115818,188660,1
1725263116410,188680,1
1725263117070,188650,2
1725263117070,188650,2
1725263119413,188660,1
1725263119413,188660,1
1725263124578,188640,1
1725263124827,188660,1
1725263129588,188680,1
1725263131836,188680,2
1725263136415,188690,1
1725263136415,188690,1
1725263138433,188700,1
1725263138616,188720,3
1725263138617,188720,3
1725263139597,188750,1
1725263139597,188750,1
1725263139846,188760,1
1725263140595,188760,2
1725263141849,188730,1
1725263141849,188730,1
1725263142600,188730,2
1725263146103,188740,1
1725263146103,188740,1
1725263151612,188720,2
1725263151612,188720,2
1725263153112,188710,2
1725263153449,188730,1
1725263153449,188730,1
1725263162681,188720,1
1725263174473,188700,1
1725263175136,188680,1
1725263175889,188670,1
1725263176641,188680,2
1725263176641,188680,2
1725263180286,188720,1
1725263180286,188720,1
1725263180643,188730,1
1725263181143,188710,1
1725263181895,188700,1
1725263185009,188720,1
1725263185148,188710,1
1725263190154,188720,1
1725263200506,188750,1
1725263204010,188760,1
1725263221942,188750,1
1725263222280,188740,1
1725263225283,188730,1
1725263226446,188700,1
1725263226948,188720,1
1725263227948,188740,1
1725263253478,188720,1
1725263254067,188730,1
1725263257733,188740,2
1725263257733,188740,2
1725263266996,188740,1
1725263283511,188750,1
1725263292022,188740,1
1725263297041,188730,1
1725263312044,188760,5
1725263312044,188760,5
1725263330817,188760,1
1725263335073,188750,1
1725263341078,188740,1
1725263342830,188770,1
1725263349588,188790,1
1725263350429,188790,3
1725263350590,188800,6
1725263350590,188800,6
1725263352432,188810,2
1725263352432,188810,2
1725263354094,188810,1
1725263355612,188790,1
1725263356848,188780,1
1725263359600,188770,1
1725263362353,188750,1
1725263363944,188760,3
1725263363944,188760,3
1725263365109,188770,2
1725263365109,188770,2
1725263368862,188780,1
1725263368862,188780,1
1725263369636,188770,1
1725263370453,188770,2
1725263381629,188760,1
1725263381629,188760,1
1725263386472,188750,1
1725263386884,188770,1
1725263393984,188760,1
1725263399240,188730,1
1725263400153,188770,1
1725263400492,188780,1
1725263400903,188770,1
1725263403996,188760,1
1725263405908,188780,1
1725263407503,188770,2
1725263407503,188770,2
1725263408962,188770,1
1725263410918,188760,1
1725263420676,188790,1
1725263422272,188810,2
1725263422272,188810,2
1725263422995,188800,1
1725263422995,188800,1
1725263423273,188790,2
1725263423273,188790,2
1725263423429,188800,2
1725263428436,188790,2
1725263429938,188790,1
1725263433442,188800,1
1725263439990,188810,1
1725263442461,188810,2
1725263444293,188810,1
1725263444707,188790,1
1725263446033,188800,1
1725263453504,188820,7
1725263453504,188820,7
1725263457725,188810,2
1725263457726,188810,2
1725263458313,188780,5
1725263458313,188780,5
1725263458729,188820,1
1725263458729,188820,1
1725263464071,188770,2
1725263464071,188770,2
1725263464775,188770,1
1725263466983,188740,1
1725263469237,188740,2
1725263470738,188750,1
1725263470738,188750,1
1725263470987,188740,1
1725263471739,188760,1
1725263475493,188790,1
1725263476336,188790,2
1725263477496,188780,1
1725263477496,188780,1
1725263479399,188760,1
1725263485044,188750,2
1725263485044,188750,2
1725263488007,188780,1
1725263488007,188780,1
1725263490510,188780,2
1725263492012,188770,1
1725263492012,188770,1
1725263496359,188790,1
1725263509825,188800,1
1725263527390,188790,1
1725263530055,188800,1
1725263531848,188780,1
1725263535403,188800,1
1725263548167,188830,1
1725263548638,188850,1
1725263552429,188830,1
1725263565943,188820,2
1725263565943,188820,2
1725263572701,188810,1
1725263572701,188810,1
1725263584462,188810,2
1725263589127,188830,1
1725263589127,188830,1
1725263589378,188850,1
1725263590469,188910,3
1725263590469,188910,3
1725263590632,188900,1
1725263590632,188900,1
1725263592632,188890,2
1725263592632,188890,2
1725263594385,188890,1
1725263595888,188880,1
1725263596971,188870,1
1725263597638,188880,1
1725263601142,188880,3
1725263602484,188910,2
1725263602484,188910,2
1725263603510,188910,1
1725263604647,188930,1
1725263605984,188920,1
1725263617164,188910,3
1725263617164,188910,3
1725263619165,188920,1
1725263619165,188920,1
1725263619415,188910,1
1725263622508,188900,1
1725263623696,188900,2
1725263629680,188900,1
1725263630251,188910,2
1725263630251,188910,2
1725263630764,188900,1
1725263630764,188900,1
1725263631479,188900,2
1725263634961,188910,1
1725263634961,188910,1
1725263637187,188900,1
1725263639440,188920,1
1725263640279,188920,2
1725263641720,188900,3
1725263641720,188900,3
1725263642030,188910,1
1725263642030,188910,1
1725263642444,188920,1
1725263652296,188910,3
1725263652296,188910,3
1725263654343,188920,4
1725263654343,188920,4
1725263661967,188920,1
1725263662391,188930,1
1725263662723,188910,1
1725263666313,188920,1
1725263670479,188910,1
1725263670978,188900,1
1725263671480,188880,1
1725263672732,188890,1
1725263677487,188880,1
1725263677772,188900,2
1725263677773,188900,2
1725263679328,188910,1
1725263679328,188910,1
1725263686748,188900,1
1725263692507,188860,1
1725263693758,188850,2
1725263693758,188850,2
1725263694142,188830,1
1725263694142,188830,1
1725263700356,188840,1
1725263702357,188860,1
1725263704406,188850,2
1725263704406,188850,2
1725263714532,188880,1
1725263714532,188880,1
1725263719376,188890,1
1725263728302,188910,1
1725263728800,188900,1
1725263730060,188920,1
1725263738404,188910,1
1725263739108,188930,1
1725263742565,188920,1
1725263744568,188900,1
1725263744821,188880,1
1725263750676,188890,1
1725263757835,188920,1
1725263763171,188920,2
1725263763929,188910,1
1725263763929,188910,1
1725263779114,188920,1
1725263783617,188910,1
1725263785870,188900,2
1725263785870,188900,2
1725263787644,188920,2
1725263793628,188900,2
1725263797650,188900,1
1725263802891,188900,2
1725263820163,188900,1
1725263820502,188880,1
1725263821506,188870,1
1725263822164,188850,1
1725263828924,188860,1
1725263832427,188870,3
1725263832427,188870,3
1725263835681,188860,1
1725263835681,188860,1
1725263839936,188850,1
1725263853488,188840,1
1725263856965,188850,1
1725263880525,188850,2
1725263881323,188850,1
1725263886994,188880,1
1725263902424,188870,1
1725263903013,188860,1
1725263945811,188880,1
1725263965428,188920,1
1725263965583,188910,1
1725263968087,188900,1
1725263972596,188930,1
1725263973342,188920,1
1725264000875,188910,1
1725264001124,188930,2
1725264001124,188930,2
1725264002474,188930,3
1725264003126,188930,1
1725264005128,188920,1
1725264007883,188940,1
1725264008133,188950,1
1725264008883,188950,3
1725264009885,188930,1
1725264009885,188930,1
1725264010886,188930,2
1725264021495,188950,3
1725264021495,188950,3
1725264023400,188970,1
1725264023400,188970,1
1725264024903,188980,1
1725264027405,188990,1
1725264027656,188970,1
1725264035166,188980,1
1725264036434,188980,3
1725264037418,188980,1
1725264048931,188960,1
1725264060948,188930,1
1725264061698,188920,1
1725264062446,188930,1
1725264064953,188920,1
1725264066702,188920,2
1725264071706,188920,1
1725264074985,188950,2
1725264074985,188950,2
1725264075963,188950,1
1725264080718,188970,1
1725264097988,188950,1
1725264102993,188970,1
1725264104746,188960,1
1725264113342,188950,1
1725264120764,188980,1
1725264121763,188980,2
1725264122015,188970,1
1725264122015,188970,1
1725264123017,188960,1
1725264126020,188920,1
1725264126770,188900,2
1725264126770,188900,2
1725264127772,188900,3
1725264128525,188900,1
1725264129362,188920,1
1725264132276,188910,2
1725264132276,188910,2
1725264133030,188900,1
1725264133030,188900,1
1725264135374,188890,3
1725264135374,188890,3
1725264141288,188890,1
1725264159058,188910,1
1725264161403,188880,1
1725264162399,188870,2
1725264162399,188870,2
1725264164562,188880,1
1725264164562,188880,1
1725264167566,188870,1
1725264168408,188880,1
1725264171411,188860,1
1725264175850,188850,1
1725264178830,188860,1
1725264180420,188830,1
1725264181424,188850,1
1725264189093,188870,1
1725264192096,188860,1
1725264212119,188880,1
1725264230144,188890,2
1725264230144,188890,2
1725264232142,188880,1
1725264232142,188880,1
1725264233143,188860,1
1725264243654,188850,1
1725264243906,188860,1
1725264264432,188830,3
1725264264432,188830,3
1725264265521,188800,2
1725264265521,188800,2
1725264266272,188800,1
1725264266525,188790,1
1725264267934,188810,1
1725264268272,188790,1
1725264270691,188810,2
1725264270691,188810,2
1725264274693,188800,3
1725264274693,188800,3
1725264275285,188790,1
1725264275285,188790,1
1725264282452,188810,1
1725264284454,188800,1
1725264287205,188790,1
1725264289296,188780,2
1725264289296,188780,2
1725264290299,188790,1
1725264290299,188790,1
1725264291467,188800,1
1725264292713,188790,1
1725264293464,188800,1
1725264302475,188790,1
1725264303476,188800,1
1725264318805,188790,2
1725264318805,188790,2
1725264324090,188820,1
1725264324090,188820,1
1725264328026,188830,1
1725264332011,188830,2
1725264337857,188820,1
1725264337857,188820,1
1725264345541,188840,1
1725264345780,188850,1
1725264354130,188860,2
1725264354130,188860,2
1725264356043,188860,1
1725264358817,188880,2
1725264358817,188880,2
1725264369318,188850,1
1725264369318,188850,1
1725264370523,188860,1
1725264381480,188840,1
1725264390487,188850,1
1725264405716,188880,2
1725264405716,188880,2
1725264406466,188880,1
1725264434751,188850,1
1725264444512,188870,1
1725264459376,188880,2
1725264459376,188880,2
1725264478807,188900,2
1725264480811,188920,2
1725264484407,188940,1
1725264484407,188940,1
1725264487068,188900,1
1725264503841,188870,1
1725264510102,188890,2
1725264510102,188890,2
1725264510851,188890,1
1725264514856,188870,1
1725264519865,188890,1
1725264524217,188900,1
1725264543144,188890,1
1725264568933,188870,3
1725264568933,188870,3
1725264581448,188910,1
1725264581448,188910,1
1725264595715,188950,2
1725264595715,188950,2
1725264599973,188920,1
1725264599973,188920,1
1725264600472,188950,5
1725264600472,188950,5
1725264600972,188960,1
1725264600972,188960,1
1725264614493,188950,1
1725264622751,188960,1
1725264624089,188980,1
1725264625345,188990,1
1725264625504,188970,1
1725264629009,188960,3
1725264629009,188960,3
1725264633091,188960,2
1725264635020,188950,1
1725264635020,188950,1
1725264635359,188960,2
1725264635359,188960,2
1725264640776,188950,1
1725264640776,188950,1
1725264643531,188940,2
1725264643531,188940,2
1725264651289,188960,1
1725264651289,188960,1
1725264672410,188950,2
1725264672410,188950,2
1725264686089,188910,3
1725264686089,188910,3
1725264689095,188890,1
1725264689095,188890,1
1725264708868,188940,1
1725264726643,188930,1
1725264743668,188900,1
1725264771291,188970,1
1725264781969,188950,1
1725264805000,188980,1
1725264805750,188980,2
1725264812759,188970,1
1725264812759,188970,1
1725264817518,188980,1
1725264819437,188990,2
1725264819437,188990,2
1725264827028,188980,1
1725264827028,188980,1
1725264827530,188970,1
1725264837382,188990,1
1725264838043,188990,3
1725264843388,188970,1
1725264843388,188970,1
1725264848392,188980,1
1725264851396,188990,1
1725264858819,188970,1
1725264864827,188980,1
1725264891110,188980,2
1725264892113,188990,1
1725264892113,188990,1
1725264900541,188980,1
1725264900630,189000,1
1725264902625,188990,1
1725264915645,188970,2
1725264915645,188970,2
1725264927409,188970,1
1725264946933,188980,2
1725264946933,188980,2
1725264951282,188990,1
1725264951282,188990,1
1725264972970,188990,2
1725264980484,189000,2
1725264983485,188990,1
1725264983485,188990,1
1725264994754,189000,2
1725264994754,189000,2
1725265011771,188990,1
1725265011771,188990,1
1725265018782,189020,1
1725265019533,189020,7
1725265020455,189020,1
1725265025291,189010,1
1725265027796,189010,2
1725265032388,188980,3
1725265032388,188980,3
1725265034394,189000,2
1725265034394,189000,2
1725265042399,188990,1
1725265042399,188990,1
1725265043817,189010,1
1725265047410,189000,1
1725265048570,189000,2
1725265055416,189010,1
1725265055416,189010,1
1725265070850,189020,1
1725265072854,189030,3
1725265072854,189030,3
1725265074523,189000,1
1725265074523,189000,1
1725265079110,189010,1
1725265081114,189020,1
1725265081864,189010,1
1725265083866,189030,2
1725265083866,189030,2
1725265085869,189040,2
1725265087621,189050,1
1725265087621,189050,1
1725265093631,189030,1
1725265097636,189040,1
1725265101480,189060,3
1725265101481,189060,3
1725265106647,189060,1
1725265108151,189080,10
1725265108151,189080,10
1725265111492,189080,1
1725265112656,189090,1
1725265118667,189090,2
1725265121919,189080,1
1725265121919,189080,1
1725265129683,189070,1
1725265130683,189090,1
1725265138693,189110,8
1725265138700,189110,8
1725265139443,189120,2
1725265139443,189120,2
1725265140574,189130,1
1725265140574,189130,1
1725265141289,189130,4
1725265141945,189120,1
1725265141945,189120,1
1725265144544,189110,1
1725265145541,189120,1
1725265149709,189130,1
1725265151458,189140,1
1725265151708,189130,2
1725265151708,189130,2
1725265152710,189140,1
1725265152710,189140,1
1725265156553,189160,1
1725265157306,189170,2
1725265157306,189170,2
1725265157717,189160,1
1725265157717,189160,1
1725265160721,189160,2
1725265161310,189170,1
1725265161310,189170,1
1725265161562,189160,1
1725265162723,189170,2
1725265162723,189170,2
1725265163566,189180,2
1725265164976,189180,1
1725265165318,189170,2
1725265165318,189170,2
1725265166985,189160,1
1725265166985,189160,1
1725265167318,189170,1
1725265169985,189180,1
1725265172988,189160,3
1725265172988,189160,3
1725265173349,189170,2
1725265173349,189170,2
1725265180248,189150,5
1725265180248,189150,5
1725265183002,189130,4
1725265183002,189130,4
1725265183594,189120,1
1725265183594,189120,1
1725265184003,189140,2
1725265184003,189140,2
1725265188510,189140,1
1725265189010,189150,2
1725265189010,189150,2
1725265196022,189140,1
1725265196022,189140,1
1725265196774,189150,1
1725265201032,189140,3
1725265201032,189140,3
1725265203531,189120,1
1725265203531,189120,1
1725265208375,189120,3
1725265210378,189120,2
1725265210791,189110,2
1725265211796,189110,1
1725265212382,189120,3
1725265212382,189120,3
1725265217050,189130,1
1725265217050,189130,1
1725265219303,189130,2
1725265232571,189120,2
1725265233823,189110,3
1725265233823,189110,3
1725265234072,189070,4
1725265234072,189070,4
1725265234824,189070,1
1725265237080,189090,1
1725265237829,189080,1
1725265242584,189090,2
1725265242584,189090,2
1725265243334,189090,1
1725265246593,189080,1
1725265252104,189100,1
1725265260110,189110,1
1725265262113,189100,1
1725265268870,189120,1
1725265271124,189140,2
1725265271124,189140,2
1725265281394,189120,1
1725265281394,189120,1
1725265286145,189120,2
1725265289487,189150,1
1725265289487,189150,1
1725265290150,189150,2
1725265291494,189160,3
1725265291494,189160,3
1725265292152,189160,4
1725265304669,189170,3
1725265304669,189170,3
1725265304920,189180,2
1725265304920,189180,2
1725265308676,189170,2
1725265309931,189180,1
1725265309931,189180,1
1725265310268,189190,1
1725265310930,189220,2
1725265310930,189220,2
1725265311267,189210,1
1725265311267,189210,1
1725265319483,189220,1
1725265322758,189230,2
1725265322758,189230,2
1725265323948,189220,1
1725265323948,189220,1
1725265325700,189210,1
1725265325949,189200,1
1725265327976,189190,1
1725265333713,189180,2
1725265333713,189180,2
1725265336966,189160,2
1725265345728,189180,2
1725265352738,189170,1
1725265352739,189170,1
1725265361500,189160,4
1725265361500,189160,4
1725265364503,189180,1
1725265364503,189180,1
1725265367610,189170,5
1725265367610,189170,5
1725265376357,189160,1
1725265376357,189160,1
1725265384026,189180,1
1725265385527,189170,1
1725265392036,189190,2
1725265392036,189190,2
1725265395790,189200,1
1725265395790,189200,1
1725265403048,189200,2
1725265415814,189220,3
1725265415814,189220,3
1725265436431,189230,1
1725265436431,189230,1
1725265440107,189240,2
1725265440107,189240,2
1725265440436,189230,3
1725265440436,189230,3
1725265441433,189230,1
1725265451453,189240,2
1725265451453,189240,2
1725265457610,189250,1
1725265457611,189250,1
1725265458452,189250,2
1725265459112,189240,2
1725265467120,189240,1
1725265469876,189250,2
1725265469876,189250,2
1725265470876,189250,1
1725265472663,189240,1
1725265500656,189260,5
1725265500656,189260,5
1725265501244,189250,1
1725265501244,189250,1
1725265501497,189240,1
1725265502156,189240,3
1725265505411,189260,1
1725265505411,189260,1
1725265506918,189250,1
1725265507476,189260,1
1725265507914,189270,1
1725265508916,189280,1
1725265509917,189280,2
1725265510669,189270,1
1725265510669,189270,1
1725265517425,189260,1
1725265519427,189230,2
1725265519427,189230,2
1725265520268,189240,1
1725265520268,189240,1
1725265524933,189230,1
1725265533942,189240,1
1725265548458,189240,2
1725265551714,189210,2
1725265553219,189220,3
1725265553219,189220,3
1725265556467,189220,1
1725265567729,189240,3
1725265567729,189240,3
1725265569981,189230,2
1725265569981,189230,2
1725265570319,189220,3
1725265570319,189220,3
1725265576489,189230,2
1725265576489,189230,2
1725265583747,189250,1
1725265583747,189250,1
1725265588004,189240,1
1725265599264,189210,1
1725265602519,189240,1
1725265606379,189230,2
1725265606379,189230,2
1725265613031,189220,1
